"CODESTAB","CODMUNNASC","ANONASC","n_anomalias","n_nascimentos"
"0000296","431490",2010,1,71
"0000296","431490",2011,0,71
"0000296","431490",2012,0,88
"0000296","431490",2013,1,98
"0000296","431490",2014,1,75
"0000296","431490",2015,4,79
"0000296","431490",2016,5,103
"0000296","431490",2017,2,102
"0000296","431490",2018,0,63
"0000300","430040",2010,0,30
"0000300","430040",2011,0,33
"0000300","430040",2012,0,16
"0000300","430040",2013,1,38
"0000300","430040",2014,1,22
"0000300","430040",2015,0,10
"0000300","430040",2016,0,16
"0000300","430040",2017,0,1
"0000300","430040",2019,0,12
"0010537","530010",2010,0,1
"0010537","530010",2019,0,1
"0015717","410690",2010,0,1
"0015717","410690",2014,0,1
"0015717","410690",2016,0,1
"0015717","410690",2019,0,1
"0019283","420540",2010,0,2
"0019283","420540",2011,0,2
"0019283","420540",2014,0,3
"0019283","420540",2015,0,1
"0019283","420540",2017,0,1
"2078503","353730",2010,0,1
"2079542","355030",2010,0,1
"2079542","355030",2011,1,2
"2079542","355030",2012,1,1
"2079542","355030",2014,1,1
"2079542","355030",2016,1,1
"2079542","355030",2017,1,1
"2079542","355030",2018,0,2
"2080818","355030",2010,1,2
"2080818","355030",2012,1,2
"2080818","355030",2013,1,1
"2081113","354390",2010,0,1
"2081288","355030",2010,1,1
"2081288","355030",2013,1,1
"2081288","355030",2014,3,3
"2081288","355030",2016,1,1
"2081288","355030",2017,1,1
"2081288","355030",2018,1,2
"2081288","355030",2019,2,2
"2205939","313510",2010,0,1
"2223538","430510",2010,11,1452
"2223538","430510",2011,19,1480
"2223538","430510",2012,8,1411
"2223538","430510",2013,19,1568
"2223538","430510",2014,24,1596
"2223538","430510",2015,30,1854
"2223538","430510",2016,26,1800
"2223538","430510",2017,22,1831
"2223538","430510",2018,32,1892
"2223538","430510",2019,24,1823
"2223546","430510",2010,4,1986
"2223546","430510",2011,5,1913
"2223546","430510",2012,1,1830
"2223546","430510",2013,1,1914
"2223546","430510",2014,1,1879
"2223546","430510",2015,0,1799
"2223546","430510",2016,4,1614
"2223546","430510",2017,10,1552
"2223546","430510",2018,12,1492
"2223546","430510",2019,4,1535
"2223562","430510",2010,5,661
"2223562","430510",2011,7,679
"2223562","430510",2012,6,618
"2223562","430510",2013,5,470
"2223562","430510",2014,2,364
"2223562","430510",2015,2,369
"2223562","430510",2016,3,251
"2223562","430510",2017,0,226
"2223562","430510",2018,0,143
"2223562","430510",2019,0,23
"2223570","430510",2010,2,1446
"2223570","430510",2011,8,1787
"2223570","430510",2012,3,2016
"2223570","430510",2013,6,2028
"2223570","430510",2014,4,2282
"2223570","430510",2015,4,2408
"2223570","430510",2016,7,2045
"2223570","430510",2017,4,1901
"2223570","430510",2018,11,2081
"2223570","430510",2019,3,1552
"2223597","430510",2010,9,1242
"2223597","430510",2011,7,1218
"2223597","430510",2012,7,1102
"2223597","430510",2013,11,1211
"2223597","430510",2014,13,1154
"2223597","430510",2015,5,997
"2223597","430510",2016,8,1293
"2223597","430510",2017,6,1411
"2223597","430510",2018,14,1317
"2223597","430510",2019,0,54
"2224305","431365",2010,0,1
"2224305","431365",2013,0,1
"2224305","431365",2014,0,1
"2224305","431365",2015,0,1
"2224305","431365",2017,0,1
"2224356","432380",2010,0,1
"2224356","432380",2013,0,1
"2224607","431365",2010,0,7
"2224607","431365",2011,0,4
"2224607","431365",2012,0,7
"2224607","431365",2013,0,1
"2224607","431365",2014,0,1
"2224607","431365",2015,0,2
"2224607","431365",2016,0,6
"2224607","431365",2017,0,1
"2224615","431250",2010,1,26
"2224615","431250",2011,0,13
"2224615","431250",2012,0,2
"2224615","431250",2013,0,15
"2224615","431250",2014,0,9
"2224615","431250",2015,0,10
"2224615","431250",2016,0,14
"2224615","431250",2017,0,2
"2224615","431250",2018,0,4
"2224615","431250",2019,0,1
"2224836","430517",2010,0,1
"2224836","430517",2013,0,2
"2224836","430517",2016,0,1
"2224836","430517",2019,0,1
"2224844","430544",2010,0,1
"2224844","430544",2015,0,2
"2224844","430544",2017,0,1
"2224909","430190",2010,0,1
"2224968","432170",2010,0,5
"2224968","432170",2011,0,1
"2225328","430930",2010,1,228
"2225328","430930",2011,1,237
"2225328","430930",2012,0,240
"2225328","430930",2013,0,255
"2225328","430930",2014,1,273
"2225328","430930",2015,0,304
"2225328","430930",2016,0,252
"2225328","430930",2017,0,25
"2225328","430930",2018,0,1
"2226049","431198",2010,0,1
"2227665","431010",2010,7,682
"2227665","431010",2011,4,723
"2227665","431010",2012,5,781
"2227665","431010",2013,8,725
"2227665","431010",2014,4,654
"2227665","431010",2015,0,536
"2227665","431010",2016,6,584
"2227665","431010",2017,3,612
"2227665","431010",2018,3,525
"2227665","431010",2019,3,614
"2227673","432200",2010,3,299
"2227673","432200",2011,3,297
"2227673","432200",2012,1,268
"2227673","432200",2013,2,198
"2227673","432200",2014,6,302
"2227673","432200",2015,2,293
"2227673","432200",2016,3,312
"2227673","432200",2017,0,77
"2227673","432200",2018,0,4
"2227673","432200",2019,0,2
"2227681","431650",2010,1,86
"2227681","431650",2011,2,64
"2227681","431650",2012,0,36
"2227681","431650",2013,0,3
"2227681","431650",2016,0,1
"2227681","431650",2017,0,1
"2227703","431575",2010,0,6
"2227703","431575",2011,0,8
"2227703","431575",2012,0,3
"2227703","431575",2014,0,1
"2227703","431575",2017,0,1
"2227711","430650",2010,0,102
"2227711","430650",2011,0,2
"2227711","430650",2015,1,4
"2227711","430650",2016,0,1
"2227711","430650",2017,0,1
"2227711","430650",2019,0,2
"2227738","430110",2010,0,2
"2227738","430110",2011,0,1
"2227738","430110",2012,0,1
"2227738","430110",2013,0,1
"2227738","430110",2015,1,3
"2227738","430110",2016,0,1
"2227754","430360",2010,0,52
"2227754","430360",2011,0,2
"2227754","430360",2012,0,36
"2227754","430360",2013,0,13
"2227762","431405",2010,6,681
"2227762","431405",2011,7,660
"2227762","431405",2012,9,611
"2227762","431405",2013,6,534
"2227762","431405",2014,9,738
"2227762","431405",2015,6,1021
"2227762","431405",2016,8,1149
"2227762","431405",2017,17,1226
"2227762","431405",2018,3,1384
"2227762","431405",2019,11,1379
"2227770","431820",2010,0,220
"2227770","431820",2011,0,217
"2227770","431820",2012,0,233
"2227770","431820",2013,0,235
"2227770","431820",2014,1,258
"2227770","431820",2015,0,234
"2227770","431820",2016,0,224
"2227770","431820",2017,0,187
"2227770","431820",2018,0,34
"2227770","431820",2019,1,13
"2227886","431840",2010,4,835
"2227886","431840",2011,3,851
"2227886","431840",2012,9,860
"2227886","431840",2013,2,965
"2227886","431840",2014,4,1019
"2227886","431840",2015,3,1047
"2227886","431840",2016,5,960
"2227886","431840",2017,6,1131
"2227886","431840",2018,6,1139
"2227886","431840",2019,2,1118
"2227908","431950",2010,3,306
"2227908","431950",2011,0,221
"2227908","431950",2012,2,195
"2227908","431950",2013,0,223
"2227908","431950",2014,1,200
"2227908","431950",2015,1,195
"2227908","431950",2016,0,168
"2227908","431950",2017,0,140
"2227908","431950",2018,3,148
"2227908","431950",2019,1,160
"2227932","432120",2010,6,283
"2227932","432120",2011,1,440
"2227932","432120",2012,0,533
"2227932","432120",2013,5,759
"2227932","432120",2014,2,596
"2227932","432120",2015,1,694
"2227932","432120",2016,0,542
"2227932","432120",2017,2,522
"2227932","432120",2018,2,579
"2227932","432120",2019,3,375
"2227959","431240",2010,4,473
"2227959","431240",2011,4,453
"2227959","431240",2012,2,485
"2227959","431240",2013,0,497
"2227959","431240",2014,10,539
"2227959","431240",2015,4,558
"2227959","431240",2016,3,628
"2227959","431240",2017,2,640
"2227959","431240",2018,1,667
"2227959","431240",2019,4,646
"2228548","430340",2010,0,47
"2228548","430340",2011,1,28
"2228548","430340",2012,1,41
"2228548","430340",2013,0,26
"2228548","430340",2014,0,26
"2228548","430340",2015,0,23
"2228548","430340",2016,0,12
"2228556","431470",2010,1,126
"2228556","431470",2011,2,118
"2228556","431470",2012,0,114
"2228556","431470",2013,0,100
"2228556","431470",2014,2,127
"2228556","431470",2015,0,104
"2228556","431470",2016,0,98
"2228556","431470",2017,1,141
"2228556","431470",2018,0,140
"2228556","431470",2019,0,102
"2228564","430050",2010,0,71
"2228564","430050",2011,0,64
"2228564","430050",2012,1,60
"2228564","430050",2013,0,43
"2228564","430050",2014,0,33
"2228564","430050",2015,0,36
"2228564","430050",2016,0,51
"2228564","430050",2017,0,44
"2228564","430050",2018,0,34
"2228580","431380",2010,1,209
"2228580","431380",2011,1,190
"2228580","431380",2012,0,171
"2228580","431380",2013,1,193
"2228580","431380",2014,1,205
"2228580","431380",2015,1,222
"2228580","431380",2016,1,212
"2228580","431380",2017,1,203
"2228580","431380",2018,1,82
"2228580","431380",2019,0,4
"2228602","430850",2010,0,406
"2228602","430850",2011,1,444
"2228602","430850",2012,0,459
"2228602","430850",2013,4,496
"2228602","430850",2014,1,481
"2228602","430850",2015,7,501
"2228602","430850",2016,4,445
"2228602","430850",2017,1,416
"2228602","430850",2018,1,562
"2228602","430850",2019,2,523
"2228610","432020",2010,2,274
"2228610","432020",2011,0,255
"2228610","432020",2012,3,221
"2228610","432020",2013,4,397
"2228610","432020",2014,5,322
"2228610","432020",2015,1,378
"2228610","432020",2016,0,379
"2228610","432020",2017,2,435
"2228610","432020",2018,0,438
"2228610","432020",2019,1,565
"2228629","430064",2010,0,54
"2228629","430064",2011,0,50
"2228629","430064",2012,0,41
"2228629","430064",2013,0,4
"2228653","431050",2010,0,93
"2228653","431050",2011,0,90
"2228653","431050",2012,0,84
"2228653","431050",2013,0,81
"2228653","431050",2014,0,77
"2228653","431050",2015,1,67
"2228653","431050",2016,0,57
"2228653","431050",2017,0,69
"2228653","431050",2018,0,26
"2228653","431050",2019,0,5
"2228688","431270",2010,2,213
"2228688","431270",2011,1,214
"2228688","431270",2012,0,213
"2228688","431270",2013,1,283
"2228688","431270",2014,2,407
"2228688","431270",2015,1,345
"2228688","431270",2016,3,345
"2228688","431270",2017,5,345
"2228688","431270",2018,1,345
"2228688","431270",2019,2,302
"2228726","432190",2010,2,407
"2228726","432190",2011,2,460
"2228726","432190",2012,1,482
"2228726","432190",2013,3,510
"2228726","432190",2014,0,587
"2228726","432190",2015,1,601
"2228726","432190",2016,6,540
"2228726","432190",2017,0,566
"2228726","432190",2018,0,548
"2228726","432190",2019,1,520
"2228734","431590",2010,0,157
"2228734","431590",2011,0,148
"2228734","431590",2012,1,177
"2228734","431590",2013,1,122
"2228734","431590",2014,0,201
"2228734","431590",2015,1,212
"2228734","431590",2016,0,142
"2228734","431590",2017,1,139
"2228734","431590",2018,0,97
"2228734","431590",2019,1,83
"2230100","430460",2010,0,1
"2231549","430310",2010,0,1
"2232014","430460",2010,4,398
"2232014","430460",2011,0,2
"2232014","430460",2014,0,1
"2232014","430460",2019,0,1
"2232022","431870",2010,3,1981
"2232022","431870",2011,7,1996
"2232022","431870",2012,8,1684
"2232022","431870",2013,5,1775
"2232022","431870",2014,1,1734
"2232022","431870",2015,2,1523
"2232022","431870",2016,4,1533
"2232022","431870",2017,7,1697
"2232022","431870",2018,14,1703
"2232022","431870",2019,10,1764
"2232030","430770",2010,9,1363
"2232030","430770",2011,16,1412
"2232030","430770",2012,20,1480
"2232030","430770",2013,7,842
"2232030","430770",2014,0,407
"2232030","430770",2015,4,919
"2232030","430770",2016,6,752
"2232030","430770",2017,1,779
"2232030","430770",2018,3,852
"2232030","430770",2019,4,823
"2232049","430920",2010,0,1833
"2232049","430920",2011,3,1920
"2232049","430920",2012,6,1976
"2232049","430920",2013,10,1892
"2232049","430920",2014,11,1840
"2232049","430920",2015,8,1874
"2232049","430920",2016,15,2141
"2232049","430920",2017,16,2064
"2232049","430920",2018,18,2058
"2232049","430920",2019,14,2110
"2232057","431340",2010,11,924
"2232057","431340",2011,4,1181
"2232057","431340",2012,3,1320
"2232057","431340",2013,13,1524
"2232057","431340",2014,12,1590
"2232057","431340",2015,8,1704
"2232057","431340",2016,7,1605
"2232057","431340",2017,6,1567
"2232057","431340",2018,8,1502
"2232057","431340",2019,4,1423
"2232073","430390",2010,2,955
"2232073","430390",2011,6,865
"2232073","430390",2012,8,858
"2232073","430390",2013,6,738
"2232073","430390",2014,6,752
"2232073","430390",2015,7,722
"2232073","430390",2016,3,686
"2232073","430390",2017,6,782
"2232073","430390",2018,5,710
"2232073","430390",2019,7,543
"2232081","430060",2010,20,1705
"2232081","430060",2011,33,1995
"2232081","430060",2012,47,2071
"2232081","430060",2013,29,2138
"2232081","430060",2014,22,2314
"2232081","430060",2015,29,2576
"2232081","430060",2016,26,2489
"2232081","430060",2017,33,2627
"2232081","430060",2018,21,2435
"2232081","430060",2019,21,2157
"2232103","430310",2010,16,1467
"2232103","430310",2011,23,1534
"2232103","430310",2012,18,1649
"2232103","430310",2013,33,1766
"2232103","430310",2014,21,1668
"2232103","430310",2015,20,1745
"2232103","430310",2016,10,1633
"2232103","430310",2017,24,1781
"2232103","430310",2018,14,1693
"2232103","430310",2019,19,1483
"2232138","430640",2010,4,303
"2232138","430640",2011,0,292
"2232138","430640",2012,1,284
"2232138","430640",2013,2,268
"2232138","430640",2014,3,300
"2232138","430640",2015,1,301
"2232138","430640",2016,0,295
"2232138","430640",2017,7,290
"2232138","430640",2018,2,257
"2232138","430640",2019,1,134
"2232146","431340",2010,7,1871
"2232146","431340",2011,12,1961
"2232146","431340",2012,7,1967
"2232146","431340",2013,23,1999
"2232146","431340",2014,9,2049
"2232146","431340",2015,5,2347
"2232146","431340",2016,8,2159
"2232146","431340",2017,5,2087
"2232146","431340",2018,7,2072
"2232146","431340",2019,15,2110
"2232154","431990",2010,7,1243
"2232154","431990",2011,8,1293
"2232154","431990",2012,8,1301
"2232154","431990",2013,16,1316
"2232154","431990",2014,6,1384
"2232154","431990",2015,17,1449
"2232154","431990",2016,4,1388
"2232154","431990",2017,5,1571
"2232154","431990",2018,19,1704
"2232154","431990",2019,13,1730
"2232162","432000",2010,1,1167
"2232162","432000",2011,6,1277
"2232162","432000",2012,8,1246
"2232162","432000",2013,3,1425
"2232162","432000",2014,4,1522
"2232162","432000",2015,6,1549
"2232162","432000",2016,14,1495
"2232162","432000",2017,5,1397
"2232162","432000",2018,8,1277
"2232162","432000",2019,2,1153
"2232170","431480",2010,2,153
"2232170","431480",2011,3,198
"2232170","431480",2012,0,131
"2232170","431480",2013,0,25
"2232170","431480",2014,0,3
"2232170","431480",2016,0,1
"2232170","431480",2017,0,2
"2232170","431480",2018,0,1
"2232170","431480",2019,0,1
"2232189","431080",2010,1,340
"2232189","431080",2011,2,354
"2232189","431080",2012,2,388
"2232189","431080",2013,2,359
"2232189","431080",2014,2,363
"2232189","431080",2015,1,329
"2232189","431080",2016,0,119
"2232189","431080",2017,0,135
"2232189","431080",2018,0,142
"2232189","431080",2019,2,102
"2232928","430450",2010,2,568
"2232928","430450",2011,4,595
"2232928","430450",2012,6,548
"2232928","430450",2013,5,504
"2232928","430450",2014,0,566
"2232928","430450",2015,0,548
"2232928","430450",2016,3,484
"2232928","430450",2017,1,517
"2232928","430450",2018,0,517
"2232928","430450",2019,4,500
"2232995","431560",2010,4,789
"2232995","431560",2011,17,1297
"2232995","431560",2012,8,1450
"2232995","431560",2013,6,1729
"2232995","431560",2014,1,1850
"2232995","431560",2015,1,1706
"2232995","431560",2016,1,1202
"2232995","431560",2017,3,849
"2232995","431560",2018,4,809
"2232995","431560",2019,0,958
"2233312","431880",2010,1,545
"2233312","431880",2011,2,527
"2233312","431880",2012,4,517
"2233312","431880",2013,1,462
"2233312","431880",2014,1,565
"2233312","431880",2015,4,531
"2233312","431880",2016,2,505
"2233312","431880",2017,1,455
"2233312","431880",2018,3,537
"2233312","431880",2019,2,449
"2233320","431450",2010,0,87
"2233320","431450",2011,0,58
"2233320","431450",2012,0,11
"2233320","431450",2013,0,5
"2233320","431450",2015,0,1
"2233320","431450",2016,0,1
"2233320","431450",2017,0,2
"2233320","431450",2018,0,8
"2233320","431450",2019,0,3
"2233339","431420",2010,0,7
"2233339","431420",2011,0,6
"2233339","431420",2012,0,2
"2233339","431420",2017,0,2
"2233339","431420",2018,0,4
"2233339","431420",2019,0,5
"2233347","431460",2010,2,144
"2233347","431460",2011,5,121
"2233347","431460",2012,2,150
"2233347","431460",2013,5,177
"2233347","431460",2014,1,173
"2233347","431460",2015,2,200
"2233347","431460",2016,3,225
"2233347","431460",2017,7,267
"2233347","431460",2018,2,176
"2233347","431460",2019,0,11
"2233355","431850",2010,1,208
"2233355","431850",2011,0,180
"2233355","431850",2012,0,158
"2233355","431850",2013,0,66
"2233355","431850",2017,0,3
"2233355","431850",2018,0,4
"2233355","431850",2019,0,4
"2233363","430063",2010,0,2
"2233363","430063",2018,0,3
"2233371","431880",2010,0,1
"2233371","431880",2011,0,1
"2233371","431880",2017,0,7
"2233371","431880",2018,0,1
"2233371","431880",2019,0,1
"2233398","431730",2010,2,359
"2233398","431730",2011,3,392
"2233398","431730",2012,4,374
"2233398","431730",2013,2,437
"2233398","431730",2014,1,431
"2233398","431730",2015,0,457
"2233398","431730",2016,3,430
"2233398","431730",2017,0,430
"2233398","431730",2018,1,424
"2233398","431730",2019,0,399
"2233401","431100",2010,4,305
"2233401","431100",2011,1,265
"2233401","431100",2012,2,270
"2233401","431100",2013,1,247
"2233401","431100",2014,1,294
"2233401","431100",2015,0,289
"2233401","431100",2016,1,234
"2233401","431100",2017,3,356
"2233401","431100",2018,2,352
"2233401","431100",2019,4,440
"2233428","430130",2010,3,128
"2233428","430130",2011,0,104
"2233428","430130",2012,1,108
"2233428","430130",2013,1,111
"2233428","430130",2014,0,93
"2233428","430130",2015,0,104
"2233428","430130",2016,1,135
"2233428","430130",2017,0,117
"2233428","430130",2018,1,96
"2233428","430130",2019,0,7
"2233436","430710",2010,0,3
"2233436","430710",2012,0,2
"2233436","430710",2013,0,2
"2233436","430710",2017,0,1
"2233436","430710",2018,0,1
"2233444","431245",2010,0,6
"2233444","431245",2018,0,1
"2234327","430690",2010,0,1
"2234386","430010",2010,0,85
"2234386","430010",2011,1,54
"2234386","430010",2012,0,64
"2234386","430010",2013,0,32
"2234386","430010",2014,0,9
"2234386","430010",2015,0,9
"2234386","430010",2016,0,6
"2234386","430010",2017,0,7
"2234386","430010",2018,0,5
"2234386","430010",2019,0,9
"2234394","432070",2010,2,311
"2234394","432070",2011,1,257
"2234394","432070",2012,1,257
"2234394","432070",2013,0,253
"2234394","432070",2014,0,296
"2234394","432070",2015,1,273
"2234394","432070",2016,0,307
"2234394","432070",2017,3,264
"2234408","432070",2010,0,63
"2234408","432070",2011,0,72
"2234408","432070",2012,0,59
"2234408","432070",2013,0,101
"2234408","432070",2014,0,98
"2234408","432070",2015,0,155
"2234408","432070",2016,0,73
"2234408","432070",2017,1,90
"2234408","432070",2018,0,25
"2234408","432070",2019,0,3
"2234416","430280",2010,0,329
"2234416","430280",2011,0,240
"2234416","430280",2012,2,350
"2234416","430280",2013,6,408
"2234416","430280",2014,3,394
"2234416","430280",2015,0,393
"2234416","430280",2016,1,388
"2234416","430280",2017,2,363
"2234416","430280",2018,0,401
"2234416","430280",2019,1,416
"2234424","430120",2010,2,100
"2234424","430120",2011,0,151
"2234424","430120",2012,3,131
"2234424","430120",2013,1,112
"2234424","430120",2014,0,120
"2234424","430120",2015,1,159
"2234424","430120",2016,1,192
"2234424","430120",2017,2,228
"2234424","430120",2018,1,198
"2234424","430120",2019,1,145
"2234432","430690",2010,0,292
"2234432","430690",2011,0,429
"2234432","430690",2012,0,498
"2234432","430690",2013,0,305
"2234432","430690",2014,0,248
"2234432","430690",2015,1,229
"2234432","430690",2016,0,230
"2234432","430690",2017,1,254
"2234432","430690",2018,0,255
"2234432","430690",2019,0,224
"2234459","431700",2010,0,45
"2234459","431700",2011,0,28
"2234459","431700",2012,0,26
"2234459","431700",2013,0,8
"2234459","431700",2014,0,4
"2234459","431700",2015,0,2
"2234467","431402",2010,0,4
"2234467","431402",2011,0,1
"2234467","431402",2012,0,3
"2234467","431402",2013,0,12
"2234467","431402",2014,0,10
"2234467","431402",2015,0,4
"2234467","431402",2016,0,9
"2234467","431402",2017,0,3
"2234467","431402",2019,0,1
"2234475","432026",2010,0,82
"2234475","432026",2011,0,65
"2234475","432026",2012,0,46
"2234475","432026",2013,0,4
"2235307","430530",2010,0,42
"2235307","430530",2011,0,57
"2235307","430530",2012,0,24
"2235307","430530",2013,0,5
"2235307","430530",2014,0,3
"2235307","430530",2016,0,2
"2235307","430530",2019,0,1
"2235315","431085",2010,0,9
"2235323","431370",2010,1,698
"2235323","431370",2011,3,636
"2235323","431370",2012,4,676
"2235323","431370",2013,0,602
"2235323","431370",2014,5,665
"2235323","431370",2015,3,668
"2235323","431370",2016,5,586
"2235323","431370",2017,4,645
"2235323","431370",2018,4,642
"2235323","431370",2019,4,630
"2235366","432195",2010,1,135
"2235366","432195",2011,1,138
"2235366","432195",2012,3,119
"2235366","432195",2013,1,57
"2235366","432195",2019,0,5
"2235374","430692",2010,0,1
"2235404","432010",2010,2,323
"2235404","432010",2011,8,320
"2235404","432010",2012,4,329
"2235404","432010",2013,5,347
"2235404","432010",2014,4,369
"2235404","432010",2015,1,450
"2235404","432010",2016,4,469
"2235404","432010",2017,3,647
"2235404","432010",2018,8,707
"2235404","432010",2019,8,716
"2235412","431610",2010,0,87
"2235412","431610",2011,0,86
"2235412","431610",2012,0,143
"2235412","431610",2013,0,130
"2235412","431610",2014,0,93
"2235412","431610",2015,0,102
"2235412","431610",2016,0,92
"2235412","431610",2017,0,66
"2235412","431610",2018,0,17
"2235412","431610",2019,0,9
"2235420","431610",2010,1,76
"2235420","431610",2011,1,60
"2235420","431610",2012,0,1
"2235420","431610",2013,0,6
"2235420","431610",2017,0,17
"2235420","431610",2018,0,37
"2235420","431610",2019,0,30
"2235447","431620",2010,0,52
"2235447","431620",2011,0,40
"2235447","431620",2012,0,63
"2235447","431620",2013,0,37
"2235447","431620",2014,1,67
"2235447","431620",2015,0,72
"2235447","431620",2016,0,74
"2235447","431620",2017,1,60
"2235447","431620",2018,0,74
"2235447","431620",2019,0,63
"2235455","431540",2010,0,2
"2235609","430440",2010,1,412
"2235609","430440",2011,7,450
"2235609","430440",2012,1,469
"2235609","430440",2013,0,485
"2235609","430440",2014,2,505
"2235609","430440",2015,3,514
"2235609","430440",2016,0,368
"2235609","430440",2017,2,456
"2235609","430440",2018,2,526
"2235609","430440",2019,1,537
"2235919","430420",2010,0,1
"2236338","432253",2010,2,78
"2236338","432253",2011,1,141
"2236338","432253",2012,0,110
"2236338","432253",2013,0,116
"2236338","432253",2014,0,123
"2236338","432253",2015,0,107
"2236338","432253",2016,0,27
"2236338","432253",2017,0,10
"2236338","432253",2018,0,6
"2236338","432253",2019,1,8
"2236346","432067",2010,0,46
"2236346","432067",2011,0,39
"2236346","432067",2012,0,71
"2236346","432067",2013,1,43
"2236346","432067",2014,0,49
"2236346","432067",2015,0,45
"2236346","432067",2016,0,59
"2236346","432067",2017,0,24
"2236346","432067",2018,0,2
"2236354","432270",2010,0,181
"2236354","432270",2011,5,207
"2236354","432270",2012,0,213
"2236354","432270",2013,2,197
"2236354","432270",2014,4,211
"2236354","432270",2015,2,214
"2236354","432270",2016,0,182
"2236354","432270",2017,2,186
"2236354","432270",2018,0,23
"2236354","432270",2019,0,22
"2236362","430420",2010,0,297
"2236362","430420",2011,0,323
"2236362","430420",2012,0,231
"2236362","430420",2013,0,291
"2236362","430420",2014,0,262
"2236362","430420",2015,0,282
"2236362","430420",2016,0,282
"2236362","430420",2017,0,251
"2236362","430420",2018,2,339
"2236362","430420",2019,0,349
"2236370","432260",2010,2,824
"2236370","432260",2011,1,793
"2236370","432260",2012,6,858
"2236370","432260",2013,4,792
"2236370","432260",2014,1,899
"2236370","432260",2015,1,889
"2236370","432260",2016,2,860
"2236370","432260",2017,0,858
"2236370","432260",2018,0,872
"2236370","432260",2019,2,873
"2237121","431490",2010,0,1
"2237199","431490",2010,0,3
"2237199","431490",2011,0,4
"2237199","431490",2012,0,1
"2237199","431490",2013,0,2
"2237199","431490",2014,0,2
"2237199","431490",2015,0,4
"2237199","431490",2017,0,1
"2237199","431490",2018,1,1
"2237253","431490",2010,59,3689
"2237253","431490",2011,59,3717
"2237253","431490",2012,97,3511
"2237253","431490",2013,98,3263
"2237253","431490",2014,122,3334
"2237253","431490",2015,105,3610
"2237253","431490",2016,132,3527
"2237253","431490",2017,160,3754
"2237253","431490",2018,154,3915
"2237253","431490",2019,141,3414
"2237261","431490",2010,1,1
"2237261","431490",2019,0,2
"2237563","431490",2010,0,1
"2237563","431490",2012,0,1
"2237563","431490",2014,0,2
"2237563","431490",2016,0,1
"2237563","431490",2017,0,1
"2237563","431490",2018,0,1
"2237563","431490",2019,0,2
"2237571","431490",2010,81,4797
"2237571","431490",2011,95,4664
"2237571","431490",2012,99,4619
"2237571","431490",2013,75,4433
"2237571","431490",2014,82,4246
"2237571","431490",2015,58,4419
"2237571","431490",2016,75,3606
"2237571","431490",2017,74,3267
"2237571","431490",2018,59,3712
"2237571","431490",2019,66,3833
"2237598","431490",2010,34,3325
"2237598","431490",2011,41,3435
"2237598","431490",2012,51,3328
"2237598","431490",2013,31,3606
"2237598","431490",2014,22,4049
"2237598","431490",2015,25,4133
"2237598","431490",2016,17,3396
"2237598","431490",2017,14,3458
"2237598","431490",2018,23,3138
"2237598","431490",2019,18,3124
"2237601","431490",2010,132,3440
"2237601","431490",2011,139,3716
"2237601","431490",2012,120,3779
"2237601","431490",2013,147,3876
"2237601","431490",2014,103,3558
"2237601","431490",2015,154,4001
"2237601","431490",2016,111,3711
"2237601","431490",2017,103,3384
"2237601","431490",2018,118,3460
"2237601","431490",2019,82,3021
"2237636","431490",2010,0,1
"2237636","431490",2015,0,2
"2237636","431490",2016,0,1
"2237822","431490",2010,43,1255
"2237822","431490",2011,40,1302
"2237822","431490",2012,68,1313
"2237822","431490",2013,70,1473
"2237822","431490",2014,47,1645
"2237822","431490",2015,39,1574
"2237822","431490",2016,48,1646
"2237822","431490",2017,50,1718
"2237822","431490",2018,62,2135
"2237822","431490",2019,71,1847
"2237849","431490",2010,18,19
"2237849","431490",2011,18,20
"2237849","431490",2012,24,28
"2237849","431490",2013,30,32
"2237849","431490",2014,30,33
"2237849","431490",2015,27,37
"2237849","431490",2016,26,30
"2237849","431490",2017,36,38
"2237849","431490",2018,23,26
"2237849","431490",2019,18,21
"2238802","431000",2010,0,256
"2240335","430790",2010,0,609
"2240335","430790",2011,1,692
"2240335","430790",2012,0,775
"2240335","430790",2013,4,757
"2240335","430790",2014,5,782
"2240335","430790",2015,7,821
"2240335","430790",2016,4,653
"2240335","430790",2017,4,605
"2240335","430790",2018,3,683
"2240335","430790",2019,3,654
"2241013","430645",2010,0,42
"2241013","430645",2011,0,21
"2241013","430645",2012,0,27
"2241013","430645",2013,0,30
"2241013","430645",2014,0,26
"2241013","430645",2015,0,26
"2241013","430645",2016,0,30
"2241013","430645",2017,0,10
"2241013","430645",2018,0,2
"2241021","430210",2010,9,1378
"2241021","430210",2011,13,1388
"2241021","430210",2012,11,1489
"2241021","430210",2013,17,1567
"2241021","430210",2014,25,1758
"2241021","430210",2015,15,1865
"2241021","430210",2016,12,1683
"2241021","430210",2017,12,1715
"2241021","430210",2018,23,1796
"2241021","430210",2019,6,1779
"2241048","432250",2010,7,1018
"2241048","432250",2011,3,1094
"2241048","432250",2012,3,1116
"2241048","432250",2013,3,1098
"2241048","432250",2014,1,1245
"2241048","432250",2015,0,1371
"2241048","432250",2016,2,1255
"2241048","432250",2017,3,1288
"2241048","432250",2018,9,1268
"2241048","432250",2019,11,1265
"2241064","431290",2010,0,55
"2241064","431290",2011,1,38
"2241064","431290",2012,0,22
"2241072","430080",2010,1,132
